game_id,name_x,date,player_count,gain,peak_player,name_y,total_review,positive_percent
413150,Stardew Valley,2016-01-01,0.5,-0.1,3.0,Stardew Valley,740693.0,0.98
620,Portal 2,,2207.4,-892.3,4471.0,Portal 2,356305.0,0.98
620,Portal 2,2025-01-01,2260.6,-205.6,5046.0,Portal 2,356305.0,0.98
620,Portal 2,2024-11-01,1792.9,-707.7,4831.0,Portal 2,356305.0,0.98
620,Portal 2,2024-09-01,1442.8,-366.2,2655.0,Portal 2,356305.0,0.98
620,Portal 2,2024-07-01,3098.7,1205.5,6410.0,Portal 2,356305.0,0.98
620,Portal 2,2024-05-01,1871.0,146.3,3548.0,Portal 2,356305.0,0.98
620,Portal 2,2024-03-01,2485.6,363.1,6075.0,Portal 2,356305.0,0.98
620,Portal 2,2024-01-01,4011.6,1292.0,9940.0,Portal 2,356305.0,0.98
620,Portal 2,2023-11-01,2071.8,282.6,7274.0,Portal 2,356305.0,0.98
620,Portal 2,2023-09-01,2722.6,285.0,9377.0,Portal 2,356305.0,0.98
620,Portal 2,2023-07-01,3435.9,1696.1,6919.0,Portal 2,356305.0,0.98
620,Portal 2,2023-05-01,2135.7,-244.7,7514.0,Portal 2,356305.0,0.98
620,Portal 2,2023-03-01,4321.6,2360.5,14445.0,Portal 2,356305.0,0.98
620,Portal 2,2023-01-01,3357.0,-281.2,8568.0,Portal 2,356305.0,0.98
620,Portal 2,2022-11-01,2288.1,837.9,9152.0,Portal 2,356305.0,0.98
620,Portal 2,2022-09-01,1397.2,-277.1,2587.0,Portal 2,356305.0,0.98
620,Portal 2,2022-07-01,2337.2,472.1,4520.0,Portal 2,356305.0,0.98
620,Portal 2,2022-05-01,1668.3,-179.1,3104.0,Portal 2,356305.0,0.98
620,Portal 2,2022-03-01,2012.9,-449.5,3686.0,Portal 2,356305.0,0.98
620,Portal 2,2022-01-01,2976.0,334.3,6139.0,Portal 2,356305.0,0.98
620,Portal 2,2021-11-01,1854.4,433.2,6216.0,Portal 2,356305.0,0.98
620,Portal 2,2021-09-01,1604.7,-445.6,2920.0,Portal 2,356305.0,0.98
620,Portal 2,2021-07-01,2938.3,693.2,5826.0,Portal 2,356305.0,0.98
620,Portal 2,2021-05-01,2218.0,-214.2,4271.0,Portal 2,356305.0,0.98
620,Portal 2,2021-03-01,2355.5,-30.2,6813.0,Portal 2,356305.0,0.98
620,Portal 2,2021-01-01,3386.2,98.3,7210.0,Portal 2,356305.0,0.98
620,Portal 2,2020-11-01,2734.4,862.3,6382.0,Portal 2,356305.0,0.98
620,Portal 2,2020-09-01,2043.9,-422.0,3422.0,Portal 2,356305.0,0.98
620,Portal 2,2020-07-01,3782.3,1105.0,6746.0,Portal 2,356305.0,0.98
620,Portal 2,2020-05-01,2960.4,-844.3,5636.0,Portal 2,356305.0,0.98
620,Portal 2,2020-03-01,2812.5,587.9,6390.0,Portal 2,356305.0,0.98
620,Portal 2,2020-01-01,3119.3,-893.0,8386.0,Portal 2,356305.0,0.98
620,Portal 2,2019-11-01,1867.3,478.9,8251.0,Portal 2,356305.0,0.98
620,Portal 2,2019-09-01,1520.5,-390.2,2792.0,Portal 2,356305.0,0.98
620,Portal 2,2019-07-01,3772.2,1275.5,8439.0,Portal 2,356305.0,0.98
620,Portal 2,2019-05-01,1573.6,-6.7,2896.0,Portal 2,356305.0,0.98
620,Portal 2,2019-03-01,1672.5,-488.1,3023.0,Portal 2,356305.0,0.98
620,Portal 2,2019-01-01,2466.6,-41.3,5808.0,Portal 2,356305.0,0.98
620,Portal 2,2018-11-01,1773.0,374.8,5466.0,Portal 2,356305.0,0.98
620,Portal 2,2018-09-01,1489.4,-401.6,2786.0,Portal 2,356305.0,0.98
620,Portal 2,2018-07-01,3240.3,559.0,7657.0,Portal 2,356305.0,0.98
620,Portal 2,2018-05-01,1435.0,-160.8,2533.0,Portal 2,356305.0,0.98
620,Portal 2,2018-03-01,1965.8,-795.1,4030.0,Portal 2,356305.0,0.98
620,Portal 2,2018-01-01,3733.3,-217.3,10383.0,Portal 2,356305.0,0.98
620,Portal 2,2017-11-01,2198.1,801.9,9453.0,Portal 2,356305.0,0.98
620,Portal 2,2017-09-01,1577.2,-526.8,3088.0,Portal 2,356305.0,0.98
620,Portal 2,2017-07-01,4728.9,1190.3,14151.0,Portal 2,356305.0,0.98
620,Portal 2,2017-05-01,1366.4,-182.0,2488.0,Portal 2,356305.0,0.98
620,Portal 2,2017-03-01,1691.8,-229.5,3471.0,Portal 2,356305.0,0.98
620,Portal 2,2017-01-01,2900.3,388.6,8752.0,Portal 2,356305.0,0.98
620,Portal 2,2016-11-01,1781.5,-23.6,6283.0,Portal 2,356305.0,0.98
620,Portal 2,2016-09-01,1322.3,-258.4,3114.0,Portal 2,356305.0,0.98
620,Portal 2,2016-07-01,2620.9,636.1,7117.0,Portal 2,356305.0,0.98
620,Portal 2,2016-05-01,1512.7,-50.5,3061.0,Portal 2,356305.0,0.98
620,Portal 2,2016-03-01,1810.3,-857.2,3669.0,Portal 2,356305.0,0.98
620,Portal 2,2016-01-01,3253.0,-246.7,8814.0,Portal 2,356305.0,0.98
620,Portal 2,2015-11-01,2349.2,1067.8,8799.0,Portal 2,356305.0,0.98
620,Portal 2,2015-09-01,1321.7,-281.4,2600.0,Portal 2,356305.0,0.98
620,Portal 2,2015-07-01,1959.9,-1062.1,3293.0,Portal 2,356305.0,0.98
620,Portal 2,2015-05-01,1395.7,-48.0,2598.0,Portal 2,356305.0,0.98
620,Portal 2,2015-03-01,1698.4,-835.5,3546.0,Portal 2,356305.0,0.98
620,Portal 2,2015-01-01,2598.6,-178.0,7876.0,Portal 2,356305.0,0.98
620,Portal 2,2014-11-01,1426.8,-356.8,3304.0,Portal 2,356305.0,0.98
620,Portal 2,2014-09-01,1734.0,-668.0,5116.0,Portal 2,356305.0,0.98
620,Portal 2,2014-07-01,2452.1,450.9,7799.0,Portal 2,356305.0,0.98
620,Portal 2,2014-05-01,1771.9,-435.0,3988.0,Portal 2,356305.0,0.98
620,Portal 2,2014-03-01,1141.6,-245.2,2250.0,Portal 2,356305.0,0.98
620,Portal 2,2014-01-01,2159.8,-639.0,6200.0,Portal 2,356305.0,0.98
620,Portal 2,2013-11-01,1876.0,636.1,7109.0,Portal 2,356305.0,0.98
620,Portal 2,2013-09-01,1369.3,-550.2,2735.0,Portal 2,356305.0,0.98
620,Portal 2,2013-07-01,3119.1,1300.8,9990.0,Portal 2,356305.0,0.98
620,Portal 2,2013-05-01,2143.5,-598.1,4178.0,Portal 2,356305.0,0.98
620,Portal 2,2013-03-01,1509.1,-252.2,3005.0,Portal 2,356305.0,0.98
620,Portal 2,2013-01-01,2740.1,-263.4,6366.0,Portal 2,356305.0,0.98
620,Portal 2,2012-11-01,1795.3,574.8,8555.0,Portal 2,356305.0,0.98
620,Portal 2,2012-09-01,1853.0,-627.6,4131.0,Portal 2,356305.0,0.98
620,Portal 2,2012-07-01,4167.7,,8857.0,Portal 2,356305.0,0.98
2379780,Balatro,,19719.4,-2541.7,28598.0,Balatro,112396.0,0.98
2379780,Balatro,2025-01-01,29741.5,8390.1,43825.0,Balatro,112396.0,0.98
2379780,Balatro,2024-11-01,8480.7,2748.2,20026.0,Balatro,112396.0,0.98
2379780,Balatro,2024-09-01,6036.4,-414.4,8727.0,Balatro,112396.0,0.98
2379780,Balatro,2024-07-01,7941.1,-380.4,12306.0,Balatro,112396.0,0.98
2379780,Balatro,2024-05-01,12597.0,-6342.8,20970.0,Balatro,112396.0,0.98
2379780,Balatro,2024-03-01,26391.7,-498.4,37737.0,Balatro,112396.0,0.98
1145360,Hades,,3791.1,-127.4,7246.0,Hades,256503.0,0.98
1145360,Hades,2025-01-01,4037.7,-709.8,7065.0,Hades,256503.0,0.98
1145360,Hades,2024-11-01,3883.7,1237.9,7695.0,Hades,256503.0,0.98
1145360,Hades,2024-09-01,2870.3,-699.3,4598.0,Hades,256503.0,0.98
1145360,Hades,2024-07-01,6052.6,-1431.3,10865.0,Hades,256503.0,0.98
1145360,Hades,2024-05-01,19345.5,14978.5,54015.0,Hades,256503.0,0.98
1145360,Hades,2024-03-01,4208.6,-321.6,7875.0,Hades,256503.0,0.98
1145360,Hades,2024-01-01,5217.9,-458.4,8963.0,Hades,256503.0,0.98
1145360,Hades,2023-11-01,4418.5,1082.8,8612.0,Hades,256503.0,0.98
1145360,Hades,2023-09-01,3636.1,238.2,8221.0,Hades,256503.0,0.98
1145360,Hades,2023-07-01,4849.2,1927.5,7996.0,Hades,256503.0,0.98
1145360,Hades,2023-05-01,3953.9,-1361.4,7570.0,Hades,256503.0,0.98
1145360,Hades,2023-03-01,5049.3,38.7,10812.0,Hades,256503.0,0.98
1145360,Hades,2023-01-01,9658.2,-1359.4,16843.0,Hades,256503.0,0.98
1145360,Hades,2022-11-01,4786.0,220.7,9350.0,Hades,256503.0,0.98
1145360,Hades,2022-09-01,5216.8,-362.5,12105.0,Hades,256503.0,0.98
1145360,Hades,2022-07-01,6191.9,2250.2,14044.0,Hades,256503.0,0.98
1145360,Hades,2022-05-01,3751.6,-856.4,6097.0,Hades,256503.0,0.98
1145360,Hades,2022-03-01,4961.0,-1395.7,10310.0,Hades,256503.0,0.98
1145360,Hades,2022-01-01,7379.9,1008.9,12295.0,Hades,256503.0,0.98
1145360,Hades,2021-11-01,5745.2,823.7,12607.0,Hades,256503.0,0.98
1145360,Hades,2021-09-01,5372.8,-787.9,8308.0,Hades,256503.0,0.98
1145360,Hades,2021-07-01,8316.7,3020.7,15468.0,Hades,256503.0,0.98
1145360,Hades,2021-05-01,4864.9,-1501.7,7582.0,Hades,256503.0,0.98
1145360,Hades,2021-03-01,9738.1,-1110.9,18007.0,Hades,256503.0,0.98
1145360,Hades,2021-01-01,18775.5,1173.0,35048.0,Hades,256503.0,0.98
1145360,Hades,2020-11-01,18029.9,-1557.2,30509.0,Hades,256503.0,0.98
1145360,Hades,2020-09-01,11325.5,10058.0,37586.0,Hades,256503.0,0.98
1145360,Hades,2020-07-01,2471.4,716.5,4995.0,Hades,256503.0,0.98
1145360,Hades,2020-05-01,1956.8,959.1,6070.0,Hades,256503.0,0.98
1145360,Hades,2020-03-01,2077.3,-434.1,5941.0,Hades,256503.0,0.98
1145360,Hades,2020-01-01,4234.5,-154.4,8086.0,Hades,256503.0,0.98
2527500,MiSide,,1405.6,-1436.8,3223.0,MiSide,92846.0,0.98
2527500,MiSide,2025-01-01,6500.0,-2966.6,17260.0,MiSide,92846.0,0.98
294100,RimWorld,,23060.5,-621.1,36105.0,RimWorld,174981.0,0.97
294100,RimWorld,2025-01-01,23633.2,2350.5,34240.0,RimWorld,174981.0,0.97
294100,RimWorld,2024-11-01,20421.2,-348.3,28831.0,RimWorld,174981.0,0.97
294100,RimWorld,2024-09-01,20053.8,-1910.3,29619.0,RimWorld,174981.0,0.97
294100,RimWorld,2024-07-01,21545.3,342.6,31362.0,RimWorld,174981.0,0.97
294100,RimWorld,2024-05-01,27322.4,-5662.9,46527.0,RimWorld,174981.0,0.97
294100,RimWorld,2024-03-01,20299.9,2191.3,31539.0,RimWorld,174981.0,0.97
294100,RimWorld,2024-01-01,19156.9,-192.4,27401.0,RimWorld,174981.0,0.97
294100,RimWorld,2023-11-01,19232.6,435.6,28208.0,RimWorld,174981.0,0.97
294100,RimWorld,2023-09-01,16224.4,-2626.4,24980.0,RimWorld,174981.0,0.97
294100,RimWorld,2023-07-01,20756.5,3338.9,28545.0,RimWorld,174981.0,0.97
294100,RimWorld,2023-05-01,19138.2,335.7,28614.0,RimWorld,174981.0,0.97
294100,RimWorld,2023-03-01,17840.7,-2205.2,25891.0,RimWorld,174981.0,0.97
294100,RimWorld,2023-01-01,23151.3,521.5,31951.0,RimWorld,174981.0,0.97
294100,RimWorld,2022-11-01,31705.0,6373.8,54009.0,RimWorld,174981.0,0.97
294100,RimWorld,2022-09-01,17604.5,-2616.5,26309.0,RimWorld,174981.0,0.97
294100,RimWorld,2022-07-01,19501.8,1609.2,28853.0,RimWorld,174981.0,0.97
294100,RimWorld,2022-05-01,18307.4,461.0,25979.0,RimWorld,174981.0,0.97
294100,RimWorld,2022-03-01,17259.1,-721.1,24915.0,RimWorld,174981.0,0.97
294100,RimWorld,2022-01-01,18436.2,2276.6,25439.0,RimWorld,174981.0,0.97
294100,RimWorld,2021-11-01,15875.3,-890.1,22404.0,RimWorld,174981.0,0.97
294100,RimWorld,2021-09-01,20348.7,-9109.2,31984.0,RimWorld,174981.0,0.97
294100,RimWorld,2021-07-01,25239.4,9208.1,50850.0,RimWorld,174981.0,0.97
294100,RimWorld,2021-05-01,14855.8,368.4,20751.0,RimWorld,174981.0,0.97
294100,RimWorld,2021-03-01,14895.8,-3527.5,21941.0,RimWorld,174981.0,0.97
294100,RimWorld,2021-01-01,18661.3,4384.2,26982.0,RimWorld,174981.0,0.97
294100,RimWorld,2020-11-01,14769.2,918.2,20737.0,RimWorld,174981.0,0.97
294100,RimWorld,2020-09-01,15326.4,-1202.8,22093.0,RimWorld,174981.0,0.97
294100,RimWorld,2020-07-01,15243.4,946.0,20531.0,RimWorld,174981.0,0.97
294100,RimWorld,2020-05-01,14814.2,-2757.6,21491.0,RimWorld,174981.0,0.97
294100,RimWorld,2020-03-01,26111.8,10674.8,41637.0,RimWorld,174981.0,0.97
294100,RimWorld,2020-01-01,12110.7,2141.3,18083.0,RimWorld,174981.0,0.97
294100,RimWorld,2019-11-01,10029.6,-15.5,15292.0,RimWorld,174981.0,0.97
294100,RimWorld,2019-09-01,10463.4,-953.1,16282.0,RimWorld,174981.0,0.97
294100,RimWorld,2019-07-01,10041.9,-333.2,15208.0,RimWorld,174981.0,0.97
294100,RimWorld,2019-05-01,10834.3,201.0,16594.0,RimWorld,174981.0,0.97
294100,RimWorld,2019-03-01,10593.2,-1078.8,15920.0,RimWorld,174981.0,0.97
294100,RimWorld,2019-01-01,11907.6,1810.2,18208.0,RimWorld,174981.0,0.97
294100,RimWorld,2018-11-01,13297.6,290.0,23774.0,RimWorld,174981.0,0.97
294100,RimWorld,2018-09-01,9627.7,2178.6,15159.0,RimWorld,174981.0,0.97
294100,RimWorld,2018-07-01,7802.9,1284.6,12450.0,RimWorld,174981.0,0.97
294100,RimWorld,2018-05-01,6298.0,-210.9,9555.0,RimWorld,174981.0,0.97
294100,RimWorld,2018-03-01,6224.0,-155.6,9644.0,RimWorld,174981.0,0.97
294100,RimWorld,2018-01-01,7674.4,-726.1,12072.0,RimWorld,174981.0,0.97
294100,RimWorld,2017-11-01,7031.7,1278.7,14223.0,RimWorld,174981.0,0.97
294100,RimWorld,2017-09-01,5737.7,-387.2,9066.0,RimWorld,174981.0,0.97
294100,RimWorld,2017-07-01,6718.7,-614.3,10193.0,RimWorld,174981.0,0.97
294100,RimWorld,2017-05-01,5702.4,359.2,11795.0,RimWorld,174981.0,0.97
294100,RimWorld,2017-03-01,5593.8,-791.5,9027.0,RimWorld,174981.0,0.97
294100,RimWorld,2017-01-01,8306.0,3165.0,13447.0,RimWorld,174981.0,0.97
294100,RimWorld,2016-11-01,3949.1,-573.1,6218.0,RimWorld,174981.0,0.97
294100,RimWorld,2016-09-01,6123.2,-1684.7,10259.0,RimWorld,174981.0,0.97
294100,RimWorld,2016-07-01,4700.6,4698.7,14984.0,RimWorld,174981.0,0.97
294100,RimWorld,2016-05-01,1.3,,3.0,RimWorld,174981.0,0.97
524220,NieRAutomata,,1034.3,66.4,2770.0,NieRAutomata,102411.0,0.88
524220,NieRAutomata,2025-01-01,1073.4,-128.3,1955.0,NieRAutomata,102411.0,0.88
524220,NieRAutomata,2024-11-01,731.0,-155.8,2062.0,NieRAutomata,102411.0,0.88
524220,NieRAutomata,2024-09-01,1055.9,160.7,2659.0,NieRAutomata,102411.0,0.88
524220,NieRAutomata,2024-07-01,1347.8,571.4,2925.0,NieRAutomata,102411.0,0.88
524220,NieRAutomata,2024-05-01,1296.8,190.0,3259.0,NieRAutomata,102411.0,0.88
524220,NieRAutomata,2024-03-01,1266.5,480.4,3346.0,NieRAutomata,102411.0,0.88
524220,NieRAutomata,2024-01-01,1279.4,-8.4,2636.0,NieRAutomata,102411.0,0.88
524220,NieRAutomata,2023-11-01,502.5,-37.9,898.0,NieRAutomata,102411.0,0.88
524220,NieRAutomata,2023-09-01,740.2,-84.9,1415.0,NieRAutomata,102411.0,0.88
524220,NieRAutomata,2023-07-01,1200.8,497.6,2141.0,NieRAutomata,102411.0,0.88
524220,NieRAutomata,2023-05-01,1112.1,-351.7,2697.0,NieRAutomata,102411.0,0.88
524220,NieRAutomata,2023-03-01,1735.4,936.0,5924.0,NieRAutomata,102411.0,0.88
524220,NieRAutomata,2023-01-01,1089.8,448.6,1881.0,NieRAutomata,102411.0,0.88
524220,NieRAutomata,2022-11-01,556.5,-80.3,974.0,NieRAutomata,102411.0,0.88
524220,NieRAutomata,2022-09-01,596.0,-115.8,1146.0,NieRAutomata,102411.0,0.88
524220,NieRAutomata,2022-07-01,780.2,67.7,1290.0,NieRAutomata,102411.0,0.88
524220,NieRAutomata,2022-05-01,770.8,-265.1,1434.0,NieRAutomata,102411.0,0.88
524220,NieRAutomata,2022-03-01,1290.4,401.9,3580.0,NieRAutomata,102411.0,0.88
524220,NieRAutomata,2022-01-01,1472.9,217.1,3346.0,NieRAutomata,102411.0,0.88
524220,NieRAutomata,2021-11-01,822.5,-1139.7,1561.0,NieRAutomata,102411.0,0.88
524220,NieRAutomata,2021-09-01,749.8,-133.1,2572.0,NieRAutomata,102411.0,0.88
524220,NieRAutomata,2021-07-01,912.2,-44.4,1776.0,NieRAutomata,102411.0,0.88
524220,NieRAutomata,2021-05-01,2484.4,1308.8,6214.0,NieRAutomata,102411.0,0.88
524220,NieRAutomata,2021-03-01,1087.7,-240.7,1992.0,NieRAutomata,102411.0,0.88
524220,NieRAutomata,2021-01-01,2147.6,830.3,4530.0,NieRAutomata,102411.0,0.88
524220,NieRAutomata,2020-11-01,1034.7,-1385.2,1893.0,NieRAutomata,102411.0,0.88
524220,NieRAutomata,2020-09-01,1546.5,649.3,7036.0,NieRAutomata,102411.0,0.88
524220,NieRAutomata,2020-07-01,929.7,-4.3,1439.0,NieRAutomata,102411.0,0.88
524220,NieRAutomata,2020-05-01,1188.1,-436.0,2192.0,NieRAutomata,102411.0,0.88
524220,NieRAutomata,2020-03-01,2906.1,1779.5,9447.0,NieRAutomata,102411.0,0.88
524220,NieRAutomata,2020-01-01,854.6,-191.2,1423.0,NieRAutomata,102411.0,0.88
524220,NieRAutomata,2019-11-01,689.8,-13.2,1248.0,NieRAutomata,102411.0,0.88
524220,NieRAutomata,2019-09-01,825.1,-373.0,1463.0,NieRAutomata,102411.0,0.88
524220,NieRAutomata,2019-07-01,1038.4,241.9,3404.0,NieRAutomata,102411.0,0.88
524220,NieRAutomata,2019-05-01,1117.7,410.2,2903.0,NieRAutomata,102411.0,0.88
524220,NieRAutomata,2019-03-01,989.8,277.5,2236.0,NieRAutomata,102411.0,0.88
524220,NieRAutomata,2019-01-01,830.3,-247.6,1423.0,NieRAutomata,102411.0,0.88
524220,NieRAutomata,2018-11-01,1024.7,-225.7,3164.0,NieRAutomata,102411.0,0.88
524220,NieRAutomata,2018-09-01,1175.0,505.9,3922.0,NieRAutomata,102411.0,0.88
524220,NieRAutomata,2018-07-01,898.3,-129.3,1434.0,NieRAutomata,102411.0,0.88
524220,NieRAutomata,2018-05-01,1916.8,197.3,5070.0,NieRAutomata,102411.0,0.88
524220,NieRAutomata,2018-03-01,3519.9,2702.3,8280.0,NieRAutomata,102411.0,0.88
524220,NieRAutomata,2018-01-01,1162.7,-192.7,2117.0,NieRAutomata,102411.0,0.88
524220,NieRAutomata,2017-11-01,1107.4,167.1,3610.0,NieRAutomata,102411.0,0.88
524220,NieRAutomata,2017-09-01,1858.5,743.7,4378.0,NieRAutomata,102411.0,0.88
524220,NieRAutomata,2017-07-01,2337.5,313.7,5671.0,NieRAutomata,102411.0,0.88
524220,NieRAutomata,2017-05-01,3405.7,-970.2,8927.0,NieRAutomata,102411.0,0.88
524220,NieRAutomata,2017-03-01,11878.0,,23813.0,NieRAutomata,102411.0,0.88
2183900,"Warhammer 40,000: Space Marine 2",,6717.9,-1737.4,13591.0,"Warhammer 40,000: Space Marine 2",113946.0,0.83
2183900,"Warhammer 40,000: Space Marine 2",2025-01-01,8462.6,-1488.0,19670.0,"Warhammer 40,000: Space Marine 2",113946.0,0.83
2183900,"Warhammer 40,000: Space Marine 2",2024-11-01,10724.0,-14723.4,24297.0,"Warhammer 40,000: Space Marine 2",113946.0,0.83
2183900,"Warhammer 40,000: Space Marine 2",2024-09-01,77349.7,,186199.0,"Warhammer 40,000: Space Marine 2",113946.0,0.83
2246340,Monster_Hunter_Wilds,,330010.0,,1179869.0,,,
1295660,Sid Meier's Civilization VII,,19265.8,-21725.1,39765.0,Sid Meier's Civilization VII,29181.0,0.49
1172470,Apex Legends,,89441.7,-5657.8,185193.0,Apex Legends,985721.0,0.67
1172470,Apex Legends,2025-01-01,69580.2,-4616.2,153693.0,Apex Legends,985721.0,0.67
1172470,Apex Legends,2024-11-01,91362.1,6259.5,225795.0,Apex Legends,985721.0,0.67
1172470,Apex Legends,2024-09-01,107227.3,-12781.3,249334.0,Apex Legends,985721.0,0.67
1172470,Apex Legends,2024-07-01,116747.2,-22989.2,265369.0,Apex Legends,985721.0,0.67
1172470,Apex Legends,2024-05-01,167424.5,656.6,425742.0,Apex Legends,985721.0,0.67
1172470,Apex Legends,2024-03-01,189218.5,3556.9,463933.0,Apex Legends,985721.0,0.67
1172470,Apex Legends,2024-01-01,146164.2,1716.4,344621.0,Apex Legends,985721.0,0.67
1172470,Apex Legends,2023-11-01,167295.6,-14124.8,438349.0,Apex Legends,985721.0,0.67
1172470,Apex Legends,2023-09-01,186494.4,-2397.4,452991.0,Apex Legends,985721.0,0.67
1172470,Apex Legends,2023-07-01,166199.1,-22901.9,349762.0,Apex Legends,985721.0,0.67
1172470,Apex Legends,2023-05-01,227947.4,5198.0,584294.0,Apex Legends,985721.0,0.67
1172470,Apex Legends,2023-03-01,255792.2,-1624.5,603290.0,Apex Legends,985721.0,0.67
